year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3142733.92,15960.86,2896792.64,1972469.37
2018,3144910.22,16062.9,2896792.64,1996869.87
2019,3146941.43,16156.33,2896792.64,2020209.48
2020,3149770.61,16288.07,2896792.64,2052036.22
2021,3151801.83,16381.99,2896792.64,2075375.83
2022,3153615.41,16464.13,2896792.64,2095532.76
2023,3155211.36,16539.08,2896792.64,2113567.91
2024,3156879.85,16616.65,2896792.64,2132663.96
2025,3158620.89,16696.06,2896792.64,2152820.89
2026,3160434.47,16779.16,2896792.64,2172977.82
2027,3163046.03,16901.17,2896792.64,2202682.78
2028,3164714.52,16976.73,2896792.64,2221778.82
2029,3166600.65,17064.69,2896792.64,2242996.65
2030,3168486.77,17153.8,2896792.64,2264214.47
2031,3170372.9,17240.81,2896792.64,2286493.19
2032,3172186.48,,,2306650.12
2033,3173709.89,,,2323624.38
2034,3175233.3,,,2340598.64
2035,3177191.96,,,2362877.36
2036,3179295.72,,,2387277.86
