year,Base case cost,Modeled diesel efficiency
2019,12398949.2253,12971201.2913
2020,13166041.1692,13628727.2304
2021,13678819.9237,14055992.8854
2022,14065124.7156,14369193.8556
2023,14356211.6819,14596723.4445
2024,14584784.9231,14768291.7865
2025,14845518.1904,14969945.5513
2026,15170085.47,15230459.3727
2027,15467295.0869,15466912.2949
2028,15696984.0434,15642773.5242
2029,15991333.2798,15878189.0197
2030,16190967.4154,16028253.9732
2031,16517642.8019,16294547.3936
2032,16876032.0735,16590390.7799
2033,17201507.5946,16857014.8803
2034,17559040.1304,17153467.5669
2035,17792275.0011,17337592.1469
2036,18153778.5545,17638978.6934
2037,18389327.555,17826499.8443
2038,18754252.2483,18132259.0341
