year,Base case diesel consumed,Modeled non-residential ashp
2017,82986.8021917,73914.6750277
2018,82986.8021917,73914.6750277
2019,84956.832894,75884.7057299
2020,84956.832894,75884.7057299
2021,84956.832894,75884.7057299
2022,84956.832894,75884.7057299
2023,84956.832894,75884.7057299
2024,84956.832894,75884.7057299
2025,84956.832894,75884.7057299
2026,84956.832894,75884.7057299
2027,84956.832894,75884.7057299
2028,84956.832894,75884.7057299
2029,84956.832894,75884.7057299
2030,84956.832894,75884.7057299
2031,86926.8635962,77854.7364321
