year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,30240.4239105,19725.9136938
2018,30240.4239105,19725.9136938
2019,30240.4239105,19725.9136938
2020,30240.4239105,19725.9136938
2021,30240.4239105,19725.9136938
2022,30240.4239105,19725.9136938
2023,30240.4239105,19725.9136938
2024,30240.4239105,19725.9136938
2025,30240.4239105,19725.9136938
2026,30240.4239105,19725.9136938
2027,30240.4239105,19725.9136938
2028,30240.4239105,19725.9136938
2029,30240.4239105,19725.9136938
2030,30240.4239105,19725.9136938
2031,30240.4239105,19725.9136938
