year,Base case cost,Modeled transmission and interties
2021,290234.610829,
2022,297974.200451,
2023,303778.892668,
2024,308616.136182,
2025,313453.379695,
2026,320225.520615,
2027,326030.212831,
2028,330867.456345,
2029,336672.148562,
2030,340541.943373,
2031,348281.532995,
2032,355053.673914,
2033,361825.814833,
2034,369565.404456,
2035,373985.177469,
2036,381736.165603,
2037,386580.533187,
2038,393362.647804,
2039,399175.888905,
2040,407895.750555,
