year,Base case cost,Modeled diesel efficiency
2019,129965.856186,306394.134039
2020,137610.90655,313344.179824
2021,143344.694323,318556.714163
2022,147167.219505,322031.737056
2023,150034.113391,324638.004225
2024,152423.19163,326809.893533
2025,154812.269869,328981.782841
2026,158156.979403,332022.427872
2027,161023.87329,334628.695042
2028,163412.951528,336800.584349
2029,166279.845415,339406.851519
2030,168191.108006,341144.362965
2031,172013.633188,344619.385858
2032,175358.342722,347660.030889
2033,178703.052256,350700.67592
2034,182525.577438,354175.698813
2035,184711.82913,356163.200351
2036,188540.053568,359643.404386
2037,190932.693842,361818.531907
2038,194282.390225,364863.710437
