year,Base case diesel consumed,Modeled non-residential ashp
2017,62777.0187474,51914.5519278
2018,62777.0187474,51914.5519278
2019,62777.0187474,51914.5519278
2020,62777.0187474,51914.5519278
2021,62777.0187474,51914.5519278
2022,62777.0187474,51914.5519278
2023,62777.0187474,51914.5519278
2024,64361.0306304,53498.5638108
2025,64361.0306304,53498.5638108
2026,64361.0306304,53498.5638108
2027,64361.0306304,53498.5638108
2028,64361.0306304,53498.5638108
2029,64361.0306304,53498.5638108
2030,65945.0425135,55082.5756939
2031,65945.0425135,55082.5756939
