year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,80684.9854803,59706.8892554
2018,80684.9854803,59706.8892554
2019,80684.9854803,59706.8892554
2020,80684.9854803,59706.8892554
2021,80684.9854803,59706.8892554
2022,80684.9854803,59706.8892554
2023,80684.9854803,59706.8892554
2024,80684.9854803,59706.8892554
2025,80684.9854803,59706.8892554
2026,80684.9854803,59706.8892554
2027,80684.9854803,59706.8892554
2028,80684.9854803,59706.8892554
2029,80684.9854803,59706.8892554
2030,80684.9854803,59706.8892554
2031,80684.9854803,59706.8892554
