year,Base case cost,Modeled diesel efficiency
2019,162851.276817,344317.995832
2020,174319.676593,354743.81381
2021,182347.556436,362041.886395
2022,188081.756324,367254.795384
2023,192433.579418,371210.998196
2024,195869.893336,374334.91994
2025,199634.276392,377757.086354
2026,204782.438247,382437.233495
2027,208530.698247,385844.742586
2028,211958.600136,388961.017031
2029,217100.45297,393635.428698
2030,219687.151941,395986.973217
2031,224822.695753,400655.64941
2032,229675.735585,405067.503802
2033,234516.157373,409467.887246
2034,239912.474089,414373.629715
2035,243591.334848,417718.048587
2036,248961.714474,422600.211884
2037,252052.434194,425409.957083
2038,257397.577732,430269.178482
