year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12208.37,762718.0,762718.0
2004,,12208.37,788074.0,788074.0
2005,,12208.37,741425.0,741425.0
2006,,12208.37,751425.0,751425.0
2007,,12208.37,723717.0,723717.0
2008,,12208.37,712616.0,712616.0
2009,,12208.37,730154.0,730154.0
2010,,12208.37,807246.0,807246.0
2011,,12208.37,802705.0,802705.0
2012,,12208.37,882803.0,882803.0
2013,,12208.37,860307.0,860307.0
2014,start of forecast,12208.37,819000.0,819000.0
2015,,12208.37,819000.0,819000.0
2016,,12208.37,818000.0,818000.0
2017,,12208.37,818000.0,818000.0
2018,,12208.37,818000.0,818000.0
2019,,12208.37,818000.0,818000.0
2020,,12208.37,818000.0,818000.0
2021,,12208.37,818000.0,818000.0
2022,,12208.37,818000.0,818000.0
2023,,12208.37,817000.0,817000.0
2024,,12208.37,817000.0,817000.0
2025,,12208.37,816000.0,816000.0
2026,,12208.37,816000.0,816000.0
2027,,12208.37,815000.0,815000.0
2028,,12208.37,815000.0,815000.0
2029,,12208.37,815000.0,815000.0
2030,,12208.37,814000.0,814000.0
2031,,12208.37,814000.0,814000.0
2032,,12208.37,813000.0,813000.0
2033,,12208.37,812000.0,812000.0
2034,,12208.37,811000.0,811000.0
2035,,12208.37,810000.0,810000.0
2036,,12208.37,809000.0,809000.0
2037,,12208.37,808000.0,808000.0
2038,,12208.37,807000.0,807000.0
2039,,12208.37,806000.0,806000.0
2040,,12208.37,805000.0,805000.0
