year,Base case diesel consumed,Modeled residential ashp
2017,84105.5143412,12609.9070026
2018,84105.5143412,12609.9070026
2019,84105.5143412,12609.9070026
2020,82904.4059722,11408.7986336
2021,82904.4059722,11408.7986336
2022,82904.4059722,11408.7986336
2023,82904.4059722,11408.7986336
2024,82904.4059722,11408.7986336
2025,81703.2976032,10207.6902647
2026,81703.2976032,10207.6902647
2027,81703.2976032,10207.6902647
2028,80502.1892342,9006.58189567
2029,80502.1892342,9006.58189567
2030,80502.1892342,9006.58189567
2031,79301.0808653,7805.47352669
