year,Base case cost,Modeled water and wastewater efficiency
2017,50709.6801196,45990.255996
2018,53764.0977963,48106.1232146
2019,58054.3946658,51078.3915775
2020,60079.9772058,52481.3915949
2021,61502.848077,53467.0234598
2022,62514.2349261,54167.5383226
2023,63297.209073,54709.4214891
2024,63891.2785917,55120.6907299
2025,64582.5205343,55599.2077775
2026,65469.5038594,56213.2103021
2027,66153.9292132,56686.9152336
2028,66716.0404632,57075.5750435
2029,67626.9354137,57706.5447595
2030,68122.4748064,58049.6412632
2031,69006.9750814,58661.9344153
