year,Base case cost,Modeled diesel efficiency
2019,843805.808004,1054296.66706
2020,886791.362734,1086643.18288
2021,914961.585287,1105678.97884
2022,937232.455518,1119505.79358
2023,951723.784692,1126410.75369
2024,962855.057028,1130408.04577
2025,977696.753475,1137921.93615
2026,994765.536945,1147600.57363
2027,1009990.20911,1155739.58467
2028,1022986.40665,1161986.34092
2029,1039695.80349,1171739.23219
2030,1049370.7968,1175224.65187
2031,1067943.73126,1186923.56272
2032,1085064.54947,1197423.90484
2033,1103644.4219,1209369.34823
2034,1122224.29432,1221430.6983
2035,1133795.43369,1227233.66291
2036,1152382.24408,1239525.04743
2037,1163534.33031,1245165.5383
2038,1183979.82174,1259359.99583
