year,Base case cost,Modeled non-residential energy efficiency
2017,1950940.06177,1823458.67968
2018,2043155.64295,1901059.09595
2019,2166109.75118,2006039.66364
2020,2225025.26138,2054282.45453
2021,2263448.4202,2084432.9004
2022,2294186.94726,2107855.75182
2023,2314679.29863,2122275.44421
2024,2330048.56216,2132236.64745
2025,2350540.91353,2146830.87018
2026,2373594.80883,2163782.69681
2027,2394087.1602,2178543.36465
2028,2412017.96765,2191110.94628
2029,2435071.86294,2208303.74307
2030,2447879.58255,2216479.54969
2031,2473495.02177,2236097.12196
