year,annotation,Electricity price ($/kwh)
2002,,0.43
2003,,0.4
2004,,0.41
2005,,0.42
2006,,0.42
2007,,0.46
2008,,0.53
2009,,0.6
2010,,0.6
2011,,0.51
2012,,0.59
2013,,0.74
2014,,0.53
2015,,0.86
2016,start of forecast,0.71
2017,,0.74
2018,,0.77
2019,,0.8
2020,,0.82
2021,,0.83
2022,,0.84
2023,,0.84
2024,,0.85
2025,,0.85
2026,,0.86
2027,,0.86
2028,,0.87
2029,,0.87
2030,,0.88
2031,,0.88
2032,,0.89
2033,,0.9
2034,,0.9
2035,,0.91
2036,,0.92
2037,,0.92
2038,,0.93
2039,,0.93
2040,,0.94
