year,Base case cost,Modeled residential energy efficiency
2017,1528985.97776,1433063.75009
2018,1603333.20628,1496613.77609
2019,1685574.2502,1565254.1907
2020,1724981.41708,1597061.13651
2021,1750681.7433,1617114.88546
2022,1771242.00428,1632791.17165
2023,1784948.84494,1642613.47371
2024,1795228.97543,1649531.43844
2025,1808935.81608,1659445.49972
2026,1824356.01182,1670879.2145
2027,1853218.46068,1696036.39241
2028,1865312.66382,1704705.52124
2029,1880862.35357,1716395.41994
2030,1889501.07009,1722166.5099
2031,1906778.50314,1735425.76575
2032,1922328.19289,1747233.65363
2033,1939605.62594,1760568.81092
2034,1956883.05899,1773940.59001
2035,1983354.74978,1797494.2887
2036,2000776.06506,1811080.63875
