year,Base case diesel consumed,Modeled non-residential ashp
2017,71076.1043559,49753.2730065
2018,71076.1043559,49753.2730065
2019,71076.1043559,49753.2730065
2020,71076.1043559,49753.2730065
2021,71076.1043559,49753.2730065
2022,71076.1043559,49753.2730065
2023,71076.1043559,49753.2730065
2024,71076.1043559,49753.2730065
2025,71076.1043559,49753.2730065
2026,71076.1043559,49753.2730065
2027,71076.1043559,49753.2730065
2028,71076.1043559,49753.2730065
2029,71076.1043559,49753.2730065
2030,71076.1043559,49753.2730065
2031,71076.1043559,49753.2730065
