year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12002.51,640800.0,640800.0
2004,,12002.51,649616.0,649616.0
2005,,12002.51,591090.0,591090.0
2006,,12002.51,618616.0,618616.0
2007,,12002.51,537329.0,537329.0
2008,,12002.51,595020.0,595020.0
2009,,12002.51,799446.0,799446.0
2010,,12002.51,918422.0,918422.0
2011,,12002.51,901331.0,901331.0
2012,,12002.51,989322.0,989322.0
2013,,12002.51,875128.0,875128.0
2014,start of forecast,12002.51,916000.0,916000.0
2015,,12002.51,915000.0,915000.0
2016,,12002.51,914000.0,914000.0
2017,,12002.51,912000.0,912000.0
2018,,12002.51,912000.0,912000.0
2019,,12002.51,911000.0,911000.0
2020,,12002.51,910000.0,910000.0
2021,,12002.51,909000.0,909000.0
2022,,12002.51,908000.0,908000.0
2023,,12002.51,907000.0,907000.0
2024,,12002.51,905000.0,905000.0
2025,,12002.51,904000.0,904000.0
2026,,12002.51,903000.0,903000.0
2027,,12002.51,902000.0,902000.0
2028,,12002.51,901000.0,901000.0
2029,,12002.51,901000.0,901000.0
2030,,12002.51,901000.0,901000.0
2031,,12002.51,901000.0,901000.0
2032,,12002.51,899000.0,899000.0
2033,,12002.51,898000.0,898000.0
2034,,12002.51,896000.0,896000.0
2035,,12002.51,895000.0,895000.0
2036,,12002.51,894000.0,894000.0
2037,,12002.51,894000.0,894000.0
2038,,12002.51,893000.0,893000.0
2039,,12002.51,892000.0,892000.0
2040,,12002.51,892000.0,892000.0
