year,Base case cost,Modeled water and wastewater efficiency
2017,84571.5448362,101085.896563
2018,88618.1105975,102908.769288
2019,94151.9277708,105784.683801
2020,96744.4557482,106646.431963
2021,98680.9178975,107075.778003
2022,100126.634439,107186.727492
2023,101084.686114,106980.983441
2024,102041.232692,106794.58801
2025,102999.477322,106629.342497
2026,104292.105209,106715.22713
2027,105418.64802,106705.084477
2028,106214.05278,106484.169075
2029,107374.612167,106534.93398
2030,108198.979805,106370.472718
2031,109514.512717,106563.365466
