year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,3720955.0,1550649.0,2170306.0
2004,,3818405.0,1525320.0,2293085.0
2005,,3826206.0,1541225.0,2284981.0
2006,,3812881.0,1540362.0,2272519.0
2007,,3747389.0,1461423.0,2285966.0
2008,,4014468.0,1481397.0,2533071.0
2009,,3912147.0,1505529.0,2406618.0
2010,,4139879.0,1548733.0,2591146.0
2011,,4140963.0,1491468.0,2649495.0
2012,,4118712.0,1515387.0,2603325.0
2013,,4134751.0,1487013.0,2647738.0
2014,start of forecast,4151963.0,1518443.0,2633519.0
2015,,4153051.0,1519532.0,2633519.0
2016,,4154135.0,1520616.0,2633519.0
2017,,4155193.0,1521673.0,2633519.0
2018,,4156250.0,1522730.0,2633519.0
2019,,4157324.0,1523805.0,2633519.0
2020,,4158373.0,1524853.0,2633519.0
2021,,4159378.0,1525859.0,2633519.0
2022,,4160369.0,1526850.0,2633519.0
2023,,4161382.0,1527863.0,2633519.0
2024,,4162368.0,1528849.0,2633519.0
2025,,4163352.0,1529832.0,2633519.0
2026,,4164347.0,1530828.0,2633519.0
2027,,4165318.0,1531798.0,2633519.0
2028,,4166273.0,1532753.0,2633519.0
2029,,4167453.0,1533933.0,2633519.0
2030,,4168585.0,1535066.0,2633519.0
2031,,4169647.0,1536128.0,2633519.0
2032,,4170530.0,1537011.0,2633519.0
2033,,4171358.0,1537838.0,2633519.0
2034,,4172189.0,1538670.0,2633519.0
2035,,4173068.0,1539548.0,2633519.0
2036,,4174030.0,1540511.0,2633519.0
2037,,4175058.0,1541539.0,2633519.0
2038,,4176062.0,1542543.0,2633519.0
2039,,4176971.0,1543452.0,2633519.0
2040,,4177809.0,1544290.0,2633519.0
