year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,284677.427477,210661.296333
2018,284677.427477,210661.296333
2019,284677.427477,210661.296333
2020,284677.427477,210661.296333
2021,284677.427477,210661.296333
2022,284677.427477,210661.296333
2023,284677.427477,210661.296333
2024,284677.427477,210661.296333
2025,284677.427477,210661.296333
2026,284677.427477,210661.296333
2027,284677.427477,210661.296333
2028,284677.427477,210661.296333
2029,284677.427477,210661.296333
2030,284677.427477,210661.296333
2031,284677.427477,210661.296333
