year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9407.35758116,6114.78242776
2018,9417.28542939,6121.2355291
2019,9427.37354411,6127.79280367
2020,9437.22079204,6134.19351482
2021,9446.66503848,6140.33227501
2022,9455.96796751,6146.37917888
2023,9465.48280594,6152.56382386
2024,9474.74423383,6158.58375199
2025,9483.97923976,6164.58650585
2026,9493.33020871,6170.66463566
2027,9502.44378042,6176.58845727
2028,9511.4120314,6182.41782041
2029,9522.49377163,6189.62095156
2030,9533.12794002,6196.53316101
2031,9543.10195994,6203.01627396
