year,Base case cost,Modeled non-residential energy efficiency
2017,2078981.7541,2160696.56765
2018,2178769.09735,2245507.36709
2019,2315976.69432,2364829.88047
2020,2378343.78385,2415603.05608
2021,2424079.6495,2451260.37666
2022,2457342.09725,2475615.21987
2023,2478131.1271,2488664.10907
2024,2498920.15694,2501854.46229
2025,2519709.18678,2515182.96403
2026,2548813.82856,2536280.25187
2027,2573760.66438,2553692.35061
2028,2590391.88825,2563599.23473
2029,2615338.72406,2581265.63959
2030,2631969.94794,2591420.86953
2031,2661074.58972,2613146.73734
