year,Base case cost,Modeled diesel efficiency
2019,613201.219372,853951.403735
2020,649054.07511,879595.789807
2021,675246.699771,896621.01762
2022,694331.286226,907343.445241
2023,706392.42965,911836.249558
2024,718372.351293,916406.900349
2025,730400.329342,921169.368205
2026,747166.137112,930383.611604
2027,761560.34494,937583.122199
2028,771241.021166,940635.560348
2029,785658.622618,948129.017002
2030,795347.474497,951455.175777
2031,812376.464223,961582.66887
2032,829189.611628,971639.412133
2033,845773.122455,981609.924646
2034,862600.401992,991921.703047
2035,874695.960347,998048.770191
2036,891540.409195,1008607.12523
2037,901278.93972,1012816.99471
2038,920771.961918,1026003.41216
