year,Base case cost,Modeled solar power (pv)
2016,321671.615053,335905.614062
2017,375400.8832,388789.070363
2018,415318.098508,428112.769268
2019,468668.587367,480664.729494
2020,495004.843463,506684.854893
2021,514230.761888,525706.010047
2022,530323.142563,541660.418466
2023,541994.90112,553259.436603
2024,552075.021454,563309.863977
2025,562270.688602,573456.416996
2026,575854.708657,586952.05744
2027,588209.035143,599240.17015
2028,597966.23657,608972.810367
2029,611853.280055,622776.777949
2030,620408.335497,631329.404965
2031,634133.154318,644974.360899
2032,648678.278991,659441.510926
2033,662611.235118,673298.355547
2034,678402.887994,688996.679103
2035,689119.663618,699697.858825
