year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,127254.54,3178.96,131524.49,60934.28
2018,127790.18,3124.86,131524.49,62202.19
2019,128402.35,3068.66,131524.49,63470.1
2020,129244.08,2993.82,131524.49,65371.96
2021,129856.25,2938.07,131524.49,66639.87
2022,130621.46,2867.54,131524.49,67907.78
2023,131233.63,2811.87,131524.49,69175.69
2024,132075.36,2735.02,131524.49,71077.56
2025,132611.01,2681.93,131524.49,72345.46
2026,133299.7,2622.13,131524.49,73613.37
2027,133988.39,2560.92,131524.49,74881.28
2028,134677.08,2498.55,131524.49,76149.19
2029,135365.77,2431.52,131524.49,78051.06
2030,136054.46,2368.65,131524.49,79318.97
2031,136666.63,2310.17,131524.49,80586.88
2032,137431.84,,,81854.78
2033,138044.01,,,83756.65
2034,138732.7,,,85024.56
2035,139497.91,,,86292.47
2036,140110.08,,,87560.38
