year,Base case cost,Modeled residential energy efficiency
2017,676551.416244,706953.095369
2018,729152.89625,755951.04637
2019,797034.581911,819028.026689
2020,842091.336298,861922.663673
2021,874236.526088,892506.324227
2022,902530.018498,919598.640301
2023,926775.058935,943002.857304
2024,955312.374041,970939.584242
2025,978652.450122,993558.954522
2026,1005398.35328,1019343.91661
2027,1030900.43694,1044005.17684
2028,1053477.6492,1065981.80093
2029,1088577.50274,1100120.7134
2030,1110042.06524,1121104.80537
2031,1138449.45162,1148551.25068
2032,1167206.62394,1176347.48193
2033,1204011.68394,1212191.60087
2034,1235324.37303,1242423.23125
2035,1259869.13122,1266367.40127
2036,1290069.17055,1295606.49953
