year,Base case diesel consumed,Modeled residential ashp
2017,70572.6793377,9638.39839567
2018,72041.1426749,11106.8617328
2019,73509.606012,12575.3250699
2020,75712.3010177,14778.0200756
2021,77180.7643549,16246.4834128
2022,78649.227692,17714.9467499
2023,80117.6910291,19183.4100871
2024,82320.3860348,21386.1050928
2025,83788.849372,22854.5684299
2026,85257.3127091,24323.031767
2027,86725.7760462,25791.4951042
2028,88194.2393834,27259.9584413
2029,90396.9343891,29462.653447
2030,91865.3977262,30931.1167841
2031,93333.8610634,32399.5801213
