year,Base case cost,Modeled wind power
2019,468668.587367,645827.563248
2020,495004.843463,665159.29486
2021,514230.761888,679326.390047
2022,530323.142563,691527.368231
2023,541994.90112,700475.145044
2024,552075.021454,708609.564133
2025,562270.688602,716470.389786
2026,575854.708657,726941.287848
2027,588209.035143,736571.632591
2028,597966.23657,744383.132771
2029,611853.280055,755157.054264
2030,620408.335497,762155.54871
2031,634133.154318,772767.245538
2032,648678.278991,784199.248218
2033,662611.235118,795019.082352
2034,678402.887994,807308.472987
2035,689119.663618,816079.547365
2036,703352.582332,827199.344086
2037,715257.730147,836769.650407
2038,730864.967249,849263.765516
