year,Base case diesel consumed,Modeled diesel efficiency
2019,128402.352703,116729.411548
2020,129244.084455,117494.622232
2021,129856.253002,118051.139093
2022,130621.463686,118746.785169
2023,131233.632232,119303.302029
2024,132075.363984,120068.512713
2025,132611.011463,120555.464966
2026,133299.701078,121181.546435
2027,133988.390693,121807.627903
2028,134677.080308,122433.709371
2029,135365.769924,123059.79084
2030,136054.459539,123685.872308
2031,136666.628086,124242.389169
2032,137431.838769,124938.035245
2033,138044.007316,125494.552106
2034,138732.696931,126120.633574
2035,139497.907615,126816.27965
2036,140110.076162,127372.796511
2037,140798.765777,127998.877979
2038,141640.497529,128764.088663
