year,Base case cost,Modeled non-residential energy efficiency
2017,968538.907555,928244.497843
2018,1024590.899,972817.242276
2019,1101402.88728,1035290.57132
2020,1138770.88158,1063991.12585
2021,1165758.87746,1083861.83159
2022,1184442.87461,1096682.6096
2023,1198974.87239,1106015.19735
2024,1209354.87081,1111857.82867
2025,1223886.86859,1121335.87089
2026,1238418.86637,1130884.09362
2027,1252950.86415,1140500.85201
2028,1265406.86225,1148402.76676
2029,1279938.86003,1158151.8152
2030,1290318.85845,1164401.14646
2031,1306926.85592,1176058.12956
