year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,94435.8622388,69882.5380567
2018,94435.8622388,69882.5380567
2019,94435.8622388,69882.5380567
2020,94435.8622388,69882.5380567
2021,94435.8622388,69882.5380567
2022,94435.8622388,69882.5380567
2023,94435.8622388,69882.5380567
2024,94435.8622388,69882.5380567
2025,94435.8622388,69882.5380567
2026,94435.8622388,69882.5380567
2027,94435.8622388,69882.5380567
2028,94435.8622388,69882.5380567
2029,94435.8622388,69882.5380567
2030,94435.8622388,69882.5380567
2031,94435.8622388,69882.5380567
