year,Base case cost,Modeled biomass for heat (cordwood)
2017,401464.350867,469073.391789
2018,433364.755966,492930.497416
2019,497117.758662,546212.129402
2020,529613.317388,572943.971079
2021,548795.233369,587623.869504
2022,571795.281457,607136.780668
2023,594514.583563,626890.938817
2024,625192.772483,655125.277813
2025,660194.810079,687219.733066
2026,693227.831596,717372.945222
2027,718252.38238,739544.808688
2028,738779.590467,757491.901822
2029,870524.508986,886436.485005
2030,995310.97873,1008940.05076
2031,1112768.73701,1123401.31446
2032,1116026.10951,1123686.28161
2033,1085362.1303,1089827.3357
2034,1063089.59657,1064628.89453
2035,1074800.50594,1073928.50324
2036,1145618.90368,1141619.2514
