year,Base case cost,Modeled residential energy efficiency
2017,775708.791665,763980.698988
2018,769860.460519,752141.966763
2019,827521.21513,802147.618966
2020,859555.890429,829784.962654
2021,870423.377612,837135.395525
2022,905052.624239,868957.361154
2023,944901.08452,906368.059973
2024,1012543.81524,971941.845974
2025,1084486.57473,1041504.72295
2026,1150083.82555,1104750.01733
2027,1193495.13636,1145836.64328
2028,1227875.88853,1178089.11004
2029,1550786.88844,1498728.06566
2030,1858749.70531,1804783.77102
2031,2132183.29729,2075825.75363
2032,2108027.18747,2049302.25647
2033,1994223.23846,1932984.80737
2034,1907700.5563,1844141.49211
2035,1915398.16451,1849880.55984
2036,2059894.87527,1991931.45874
