year,Base case cost,Modeled diesel efficiency
2019,447252.525073,719945.833643
2020,479933.886535,742311.959992
2021,500598.335175,753925.749893
2022,522163.50836,766526.475748
2023,542891.051231,778529.875199
2024,567221.492286,793968.944915
2025,595178.763819,812861.684376
2026,623574.068867,832305.518057
2027,645752.053841,846246.541283
2028,663879.679243,856651.219051
2029,762163.811796,940067.831113
2030,856188.721115,1019751.4674
2031,945163.191031,1094979.58153
2032,952184.05603,1095837.02238
2033,937282.939087,1076894.88478
2034,925749.023485,1061140.30029
2035,936266.179172,1065555.64124
2036,993836.401899,1112867.10025
2037,1080083.31544,1186366.05415
2038,1174166.24244,1267103.6722
