year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,179564.73,516.63,94435.86,75198.53
2018,175430.97,470.48,94435.86,69732.52
2019,176083.67,477.62,94435.86,70513.38
2020,176446.28,482.2,94435.86,71294.24
2021,175648.54,473.58,94435.86,70513.38
2022,177606.64,495.04,94435.86,72855.95
2023,180362.48,525.12,94435.86,75979.38
2024,185366.5,580.2,94435.86,82226.24
2025,190152.96,633.54,94435.86,88473.1
2026,194866.9,685.64,94435.86,93939.1
2027,197477.69,714.02,94435.86,97062.53
2028,199363.27,735.54,94435.86,99405.1
2029,224165.83,1008.88,94435.86,129858.54
2030,248170.64,1274.23,94435.86,158750.26
2031,267751.61,1490.68,94435.86,182956.84
2032,263762.9,1446.59,94435.86,178271.69
2033,253319.71,1331.06,94435.86,164997.12
2034,244907.15,1238.51,94435.86,154845.97
2035,243819.32,1226.48,94435.86,154065.11
2036,252884.58,1326.48,94435.86,164997.12
2037,271377.72,1531.07,94435.86,187641.98
2038,288492.93,1720.18,94435.86,207944.27
2039,294657.31,1788.2,94435.86,215752.84
2040,291901.47,1757.54,94435.86,212629.41
