year,Base case cost,Modeled wind power
2019,447252.525073,745761.321792
2020,479933.886535,762269.711771
2021,500598.335175,769110.618966
2022,522163.50836,778766.662919
2023,542891.051231,788634.190115
2024,567221.492286,803149.314926
2025,595178.763819,820610.101894
2026,623574.068867,838684.323007
2027,645752.053841,850712.513652
2028,663879.679243,859288.009136
2029,762163.811796,947752.976972
2030,856188.721115,1032979.02615
2031,945163.191031,1112019.25504
2032,952184.05603,1109258.01478
2033,937282.939087,1084292.97341
2034,925749.023485,1063270.61067
2035,936266.179172,1065301.78527
2036,993836.401899,1113233.2257
2037,1080083.31544,1191698.03788
2038,1174166.24244,1276409.26306
