year,Base case diesel consumed,Modeled wind power
2019,176083.671289,135177.246226
2020,176446.281814,135539.856752
2021,175648.538658,134742.113596
2022,177606.635497,136700.210435
2023,180362.475492,139456.05043
2024,185366.500747,144460.075685
2025,190152.959687,149246.534624
2026,194866.896521,153960.471459
2027,197477.692306,156571.267244
2028,199363.26704,158456.841978
2029,224165.826999,183259.401937
2030,248170.643801,207264.218739
2031,267751.61219,226845.187128
2032,263762.896407,222856.471345
2033,253319.713267,212413.288204
2034,244907.14907,204000.724008
2035,243819.317493,202912.892431
2036,252884.580636,211978.155574
2037,271377.717447,230471.292385
2038,288492.934261,247586.509199
