year,Base case cost,Modeled residential energy efficiency
2017,466607.377793,456831.757546
2018,501201.567759,486643.136356
2019,558190.15513,537174.928667
2020,580215.033903,556210.550468
2021,606156.279258,580119.101082
2022,617819.041443,590227.449641
2023,624996.125864,596447.971831
2024,643605.609727,614100.893463
2025,650911.817362,620450.538867
2026,660957.852861,629181.301298
2027,669177.336451,636324.652378
2028,687567.581635,653877.905609
2029,696861.745196,661976.366382
2030,702438.243334,666835.442846
2031,711732.406895,674933.903619
2032,721955.986813,683842.210469
2033,732179.566731,692750.517319
2034,742403.146649,701658.824169
2035,748909.061143,707327.74671
2036,760062.057417,717045.899638
