year,Base case cost,Modeled solar power (pv)
2016,218834.812079,223890.76518
2017,254192.940383,258758.220791
2018,280490.136807,284712.975311
2019,316821.033256,320577.389216
2020,333847.721441,337411.99043
2021,345300.23487,348748.765331
2022,355215.236781,358586.389624
2023,361432.050548,364772.266992
2024,367678.538845,370988.640859
2025,373424.269469,376705.067851
2026,381686.771061,384912.778012
2027,388127.998452,391317.80824
2028,394383.760039,397555.53385
2029,401532.539474,404661.242793
2030,406629.139783,409749.74334
2031,413820.576353,416899.881929
2032,419924.25598,422954.917125
2033,427787.078763,430770.219454
2034,433839.755294,436776.484637
2035,439071.74564,441995.763767
