year,Base case diesel consumed,Modeled non-residential ashp
2017,284797.523621,265717.944235
2018,287806.671631,268727.092245
2019,286302.097626,267222.51824
2020,286302.097626,267222.51824
2021,286302.097626,267222.51824
2022,284797.523621,265717.944235
2023,283292.949615,264213.37023
2024,278779.2276,259699.648215
2025,275770.07959,256690.500204
2026,272760.93158,253681.352194
2027,271256.357575,252176.778189
2028,269751.78357,250672.204184
2029,260724.339539,241644.760154
2030,253201.469514,234121.890128
2031,247183.173493,228103.594108
