year,Base case cost,Modeled non-residential energy efficiency
2017,400589.715355,442901.235933
2018,422494.744106,463575.578785
2019,451701.449107,491141.369254
2020,466304.801608,504924.264489
2021,476040.369942,514112.861312
2022,484153.343553,521770.025331
2023,489021.12772,526364.323743
2024,493077.614526,530192.905752
2025,498756.696054,535552.920566
2026,505247.074943,541678.651781
2027,510114.85911,546272.950193
2028,514982.643277,550867.248604
2029,520661.724805,556227.263418
2030,523906.914249,559290.129026
2031,530397.293138,565415.860241
