year,population
2003,481.0
2004,507.0
2005,496.0
2006,495.0
2007,480.0
2008,452.0
2009,442.0
2010,471.0
2011,471.0
2012,473.0
2013,478.0
2014,482.0
2015,486.0
2016,491.0
2017,496.0
2018,499.0
2019,498.0
2020,498.0
2021,498.0
2022,495.0
2023,492.0
2024,487.0
2025,483.0
2026,478.0
2027,475.0
2028,473.0
2029,459.0
2030,448.0
2031,440.0
2032,439.0
2033,440.0
2034,441.0
2035,439.0
2036,434.0
2037,426.0
2038,418.0
2039,414.0
2040,412.0
