year,Base case cost,Modeled residential energy efficiency
2017,191512.224826,187065.443974
2018,201005.168518,195160.346414
2019,223548.254846,215885.559581
2020,230519.537473,221786.157939
2021,234922.452817,225398.506778
2022,238591.548937,228362.4368
2023,241159.916221,230349.767647
2024,242994.464281,231688.328237
2025,245562.831564,233689.959221
2026,248498.10846,236026.492452
2027,251066.475744,238041.761111
2028,252901.023804,239407.604722
2029,266367.028987,252294.610121
2030,268278.172571,253749.75033
2031,271336.002306,256240.983674
2032,274393.832041,258738.201549
2033,277833.890493,261584.58535
2034,281273.948944,264436.676444
2035,283567.321246,266264.376086
2036,287007.379697,269127.483606
