year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,4603.72,5935.18,108214.88,3879.73,8097.96,83297.34
2018,4961.79,6394.24,114112.42,4048.82,8447.49,86892.74
2019,5472.48,7040.33,128424.52,4291.92,8939.43,95123.73
2020,5734.23,7363.38,132778.46,4418.22,9185.4,97741.07
2021,5903.04,7567.4,135528.32,4500.51,9340.75,99394.13
2022,6049.06,7737.43,137819.87,4573.0,9470.21,100771.68
2023,6155.55,7856.45,139423.95,4626.87,9560.83,101735.97
2024,6239.61,7941.46,140569.72,4671.26,9625.56,102424.74
2025,6353.28,8060.47,142173.81,4730.25,9716.18,103389.03
2026,6484.41,8196.49,144007.04,4798.37,9819.75,104491.06
2027,6602.03,8315.51,145611.13,4859.92,9910.37,105455.35
2028,6694.79,8400.52,146756.9,4910.19,9975.09,106144.12
2029,6858.12,8536.54,155546.0,5001.23,10078.66,110821.03
2030,6978.35,8621.55,156745.41,5071.08,10143.39,111532.77
2031,7133.25,8757.57,158664.46,5155.25,10246.96,112671.54
2032,,,160583.52,,,113810.31
2033,,,162742.46,,,115091.44
2034,,,164901.39,,,116372.56
2035,,,166340.69,,,117226.64
2036,,,168499.62,,,118507.76
