year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,1700.0,1256.94303211
2018,1700.0,1256.94303211
2019,1700.0,1256.94303211
2020,1700.0,1256.94303211
2021,1700.0,1256.94303211
2022,1700.0,1256.94303211
2023,1700.0,1256.94303211
2024,1700.0,1256.94303211
2025,1700.0,1256.94303211
2026,1700.0,1256.94303211
2027,1700.0,1256.94303211
2028,1700.0,1256.94303211
2029,1700.0,1256.94303211
2030,1700.0,1256.94303211
2031,1700.0,1256.94303211
2032,,
2033,,
2034,,
2035,,
2036,,
