year,Base case cost,Modeled non-residential energy efficiency
2017,14033.1340109,13362.7797955
2018,14841.734149,14046.8650849
2019,15979.7639731,15024.1434729
2020,16548.7788852,15497.1289379
2021,16908.1567244,15784.7904545
2022,17207.638257,16020.0216594
2023,17417.2753299,16176.2230936
2024,17567.0160962,16279.9602044
2025,17776.6531691,16437.5455873
2026,18016.2383952,16622.3809647
2027,18225.8754681,16781.2861838
2028,18375.6162344,16887.6637096
2029,18615.2014605,17074.4098739
2030,18764.9422268,17182.0165929
2031,19004.527453,17369.9631413
