year,Base case cost,Modeled water and wastewater efficiency
2017,8483.44896778,11624.175903
2018,9010.60890191,11849.6301568
2019,9764.39264661,12232.9343663
2020,10152.4509145,12369.9065365
2021,10403.5476368,12416.4499565
2022,10622.0662806,12443.7659639
2023,10782.413299,12434.2653913
2024,10910.8607947,12405.8746603
2025,11083.53324,12410.4167992
2026,11282.7831446,12435.8093389
2027,11461.9433044,12450.0862594
2028,11604.975146,12442.2912743
2029,11859.3408348,12513.4192159
2030,12049.4312571,12543.0719401
2031,12288.5034862,12608.3579409
