year,Base case diesel consumed,Modeled biomass for heat (pellet)
2017,1700.0,1212.63733532
2018,1700.0,1212.63733532
2019,1700.0,1212.63733532
2020,1700.0,1212.63733532
2021,1700.0,1212.63733532
2022,1700.0,1212.63733532
2023,1700.0,1212.63733532
2024,1700.0,1212.63733532
2025,1700.0,1212.63733532
2026,1700.0,1212.63733532
2027,1700.0,1212.63733532
2028,1700.0,1212.63733532
2029,1700.0,1212.63733532
2030,1700.0,1212.63733532
2031,1700.0,1212.63733532
2032,,
2033,,
2034,,
2035,,
2036,,
