year,Base case diesel consumed,Modeled residential ashp
2017,14943.3432897,-78552.8161566
2018,15288.8964641,-78207.2629822
2019,15461.6730514,-78034.486395
2020,15634.4496386,-77861.7098077
2021,15807.2262258,-77688.9332205
2022,15980.002813,-77516.1566333
2023,16152.7794003,-77343.3800461
2024,16325.5559875,-77170.6034589
2025,16671.1091619,-76825.0502844
2026,16843.8857491,-76652.2736972
2027,17016.6623364,-76479.49711
2028,17362.2155108,-76133.9439355
2029,17534.992098,-75961.1673483
2030,17707.7686852,-75788.3907611
2031,17880.5452725,-75615.6141739
