year,Base case cost,Modeled solar power (pv)
2016,181636.925476,191802.865365
2017,218562.385442,227861.510971
2018,246028.214917,254646.076729
2019,285020.200009,292802.23042
2020,304870.244865,312135.028521
2021,318670.194534,325533.528869
2022,330759.597678,337260.05726
2023,338360.742485,344565.568757
2024,346582.923552,352499.122365
2025,356302.218087,361936.641443
2026,366958.460629,372288.953508
2027,377046.062029,382093.95351
2028,385559.498315,390359.823002
2029,396573.260491,401089.804253
2030,403970.988954,408266.221779
2031,415520.260065,419544.288221
2032,427524.906399,431284.038518
2033,440063.520635,443550.29211
2034,454025.278759,457259.482145
2035,464381.019884,467395.414445
