year,Base case cost,Modeled non-residential energy efficiency
2017,833453.985838,911851.311515
2018,884197.79024,955085.763015
2019,954876.660657,1016723.87153
2020,989309.956501,1045124.00946
2021,1011057.30124,1061939.73003
2022,1029180.08853,1075498.24084
2023,1040053.7609,1082466.20146
2024,1050927.43327,1089505.10325
2025,1061801.10565,1096613.28373
2026,1076299.33548,1107120.71641
2027,1088985.28658,1116028.41976
2028,1098046.68022,1121669.0466
2029,1112544.91005,1132370.07793
2030,1119794.02496,1136469.44663
2031,1134292.25479,1147292.09941
