year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,124236.741782,92058.4689185
2018,124236.741782,92058.4689185
2019,124236.741782,92058.4689185
2020,124236.741782,92058.4689185
2021,124236.741782,92058.4689185
2022,124236.741782,92058.4689185
2023,124236.741782,92058.4689185
2024,124236.741782,92058.4689185
2025,124236.741782,92058.4689185
2026,124236.741782,92058.4689185
2027,124236.741782,92058.4689185
2028,124236.741782,92058.4689185
2029,124236.741782,92058.4689185
2030,124236.741782,92058.4689185
2031,124236.741782,92058.4689185
