year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,3477.79,572750.27,493427.04,35098.25,260703.71,207252.21
2018,3718.32,607536.56,531621.45,37300.61,276661.23,224426.53
2019,4056.49,655988.89,575357.48,40374.02,298887.77,244881.18
2020,4233.53,679593.87,600372.66,41894.04,309716.08,256265.31
2021,4358.61,694502.28,618875.53,42878.51,316555.02,264491.87
2022,4468.62,706925.96,635638.21,43709.58,322254.13,271867.77
2023,4540.31,714380.16,648574.55,44218.72,325673.6,277394.44
2024,4619.44,721834.36,661640.62,44741.58,329093.07,282976.58
2025,4713.33,729288.57,681903.55,45291.7,332512.54,291311.53
2026,4814.72,739227.51,697401.66,45981.28,337071.83,298040.2
2027,4909.82,747924.08,712008.06,46596.46,341061.21,304334.3
2028,4993.22,754135.92,731898.15,47064.43,343910.76,312456.58
2029,5094.19,764074.86,747958.4,47753.26,348470.05,319425.66
2030,5168.02,769044.33,759759.91,48140.78,350749.7,324360.57
2031,5276.24,778983.27,776122.84,48843.01,355308.99,331459.08
