year,Base case cost,Modeled water and wastewater efficiency
2017,38576.0452093,35464.2696088
2018,41018.9292888,37562.1072143
2019,44430.5087848,40508.4549907
2020,46127.5714701,41955.1806785
2021,47237.1208672,42888.5015113
2022,48178.1908027,43675.213766
2023,48759.029344,44147.6495363
2024,49361.0173947,44639.2439078
2025,50005.0303314,45168.0700481
2026,50795.9967845,45826.5073989
2027,51506.2830946,46415.0627229
2028,52057.6576152,46865.1863449
2029,52847.4529021,47524.8697127
2030,53308.8016786,47897.6943463
2031,54119.2426571,48576.6916756
