year,Base case cost,Modeled wind power
2019,285020.200009,471583.27072
2020,304870.244865,484613.276369
2021,318670.194534,492547.417594
2022,330759.597678,499116.793681
2023,338360.742485,501783.656915
2024,346582.923552,505170.160556
2025,356302.218087,510150.071028
2026,366958.460629,515918.578928
2027,377046.062029,521331.471718
2028,385559.498315,525502.266547
2029,396573.260491,531897.385018
2030,403970.988954,535246.769634
2031,415520.260065,542346.443828
2032,427524.906399,549983.056851
2033,440063.520635,558112.096045
2034,454025.278759,567863.257997
2035,464381.019884,574326.752054
2036,476986.669051,582871.948727
2037,487234.537873,589374.195215
2038,500465.8464,598688.239477
