year,Base case diesel consumed,Modeled non-residential ashp
2017,17144.6703659,-20126.3521314
2018,17144.6703659,-20126.3521314
2019,17144.6703659,-20126.3521314
2020,17144.6703659,-20126.3521314
2021,17144.6703659,-20126.3521314
2022,17144.6703659,-20126.3521314
2023,17144.6703659,-20126.3521314
2024,17144.6703659,-20126.3521314
2025,17144.6703659,-20126.3521314
2026,17144.6703659,-20126.3521314
2027,17144.6703659,-20126.3521314
2028,17144.6703659,-20126.3521314
2029,17144.6703659,-20126.3521314
2030,17144.6703659,-20126.3521314
2031,17144.6703659,-20126.3521314
