year,Base case cost,Modeled diesel efficiency
2019,285020.200009,465616.636704
2020,304870.244865,478822.115702
2021,318670.194534,486640.945968
2022,330759.597678,493015.513126
2023,338360.742485,495418.028447
2024,346582.923552,498490.7692
2025,356302.218087,503027.693376
2026,366958.460629,508517.141716
2027,377046.062029,513588.035188
2028,385559.498315,517323.954871
2029,396573.260491,523426.731995
2030,403970.988954,526333.839919
2031,415520.260065,533104.564417
2032,427524.906399,540376.65573
2033,440063.520635,548219.513464
2034,454025.278759,557439.479505
2035,464381.019884,563462.63581
2036,476986.669051,571610.643316
2037,487234.537873,577692.831394
2038,500465.8464,586563.03568
