year,Base case cost,Modeled non-residential energy efficiency
2017,933014.689029,1008846.14264
2018,990181.149216,1059483.54792
2019,1066403.09613,1127000.08829
2020,1100702.97224,1157382.53146
2021,1125475.10499,1179325.40708
2022,1144530.59172,1196204.54217
2023,1157869.43243,1208019.93674
2024,1167397.1758,1216459.50428
2025,1178830.46783,1226586.98534
2026,1194074.85722,1240090.29341
2027,1207413.69793,1251905.68798
2028,1216941.44129,1260345.25553
2029,1232185.83068,1273848.5636
2030,1239808.02537,1280600.21764
2031,1255052.41475,1294103.52571
