year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,131524.489731,97532.1852828
2018,131524.489731,97532.1852828
2019,131524.489731,97532.1852828
2020,131524.489731,97532.1852828
2021,131524.489731,97532.1852828
2022,131524.489731,97532.1852828
2023,131524.489731,97532.1852828
2024,131524.489731,97532.1852828
2025,131524.489731,97532.1852828
2026,131524.489731,97532.1852828
2027,131524.489731,97532.1852828
2028,131524.489731,97532.1852828
2029,131524.489731,97532.1852828
2030,131524.489731,97532.1852828
2031,131524.489731,97532.1852828
