year,Base case cost,Modeled diesel efficiency
2019,468668.587367,674609.512723
2020,495004.843463,698551.56372
2021,514230.761888,716029.671379
2022,530323.142563,730659.108356
2023,541994.90112,741269.797953
2024,552075.021454,750433.543712
2025,562270.688602,759702.332028
2026,575854.708657,772051.441169
2027,588209.035143,783282.647066
2028,597966.23657,792152.83018
2029,611853.280055,804777.415167
2030,620408.335497,812554.738296
2031,634133.154318,825031.846315
2032,648678.278991,838254.686927
2033,662611.235118,850921.010679
2034,678402.887994,865277.058748
2035,689119.663618,875019.582042
2036,703352.582332,887958.599055
2037,715257.730147,898781.460705
2038,730864.967249,912969.858071
