year,Base case diesel consumed,Modeled non-residential ashp
2017,70572.6793377,31115.332458
2018,72041.1426749,32583.7957951
2019,73509.606012,34052.2591323
2020,75712.3010177,36254.954138
2021,77180.7643549,37723.4174751
2022,78649.227692,39191.8808122
2023,80117.6910291,40660.3441494
2024,82320.3860348,42863.0391551
2025,83788.849372,44331.5024922
2026,85257.3127091,45799.9658293
2027,86725.7760462,47268.4291665
2028,88194.2393834,48736.8925036
2029,90396.9343891,50939.5875093
2030,91865.3977262,52408.0508465
2031,93333.8610634,53876.5141836
