year,Base case cost,Modeled water and wastewater efficiency
2017,33619.5986233,38337.1258746
2018,35622.2195404,39773.2091441
2019,38317.4681849,41702.5280748
2020,39379.1803566,42488.7027349
2021,40134.0799495,43050.3054105
2022,40627.1933296,43434.9128472
2023,40949.7664085,43692.0056234
2024,41064.2658346,43812.8549542
2025,41318.7527833,44021.5006228
2026,41688.4439713,44316.3017473
2027,41980.683905,44557.4638131
2028,42128.023969,44696.5806447
2029,42463.7139897,44973.4025684
2030,42535.1906115,45059.7886683
2031,42891.2811108,45347.9048854
