year,Base case diesel consumed,Modeled non-residential ashp
2017,12856.9144831,-15092.8995827
2018,12856.9144831,-15092.8995827
2019,12856.9144831,-15092.8995827
2020,12856.9144831,-15092.8995827
2021,12856.9144831,-15092.8995827
2022,12856.9144831,-15092.8995827
2023,12856.9144831,-15092.8995827
2024,12856.9144831,-15092.8995827
2025,12856.9144831,-15092.8995827
2026,12856.9144831,-15092.8995827
2027,12856.9144831,-15092.8995827
2028,12856.9144831,-15092.8995827
2029,12856.9144831,-15092.8995827
2030,12856.9144831,-15092.8995827
2031,12856.9144831,-15092.8995827
